allGfishSid	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
id135	0	264	29	0	152	0	54	0	0	2	0	2889	0	2112	54	1062	0	7	76	0	0	8	17	15	11	2	0	3	1582	1	2	0	10	0	1	0	13	2	0	0	5	2	87	0	15	1	0	48	6	0	1006	0	4	0	464	0	0	0	52	15	10	0	0	0	0	500	0	0	4	0	0	0	0	67	1	0	0	0	0	0	0	0	0	0	21	3	0	0	206	0	0	0	0	0	0	0	35	0	0	0	4231	0	0	204	4487	17	0
id136	0	0	0	0	837	0	0	0	0	0	0	35	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id137	0	177	4488	0	2056	0	18	0	13	0	0	69	0	1	34	32	0	2	35	0	0	0	4	0	267	35	0	8288	0	1	0	0	1	0	0	24	5	0	2	0	1	0	3	0	44	0	0	2	3	0	2	0	2	0	8	0	0	1	3	0	0	0	0	0	0	44	0	0	0	3	0	0	0	27	0	0	7	0	23	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	17	0	0	2	27	0	0	7	17	0	0
id138	7	0	103	0	0	0	76	0	27	1	0	0	34	0	124	0	11	0	158	0	8	0	71	0	472	18	0	0	29	2	13	0	1146	0	11	0	31	0	10	0	8	7	0	0	29	0	57	0	5	0	0	0	4	0	0	0	5	0	0	0	0	0	2	0	6	0	0	0	0	17	0	1665	0	0	0	4	0	2	0	283	0	0	0	4	17	1	45	21	0	27	0	5	0	87	0	13	49	236	4797	0	115	325	27	0	7792	37	0
id139	1	3	0	0	0	122	0	0	593	0	4	0	1	0	4	0	0	1	4	0	0	0	0	0	39	0	0	0	40	0	1	0	7	0	717	0	5	17	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	0	0	0	0	0	13	0	2	0	0	0	1	0	0	0	3	0	10	0	2	0	0	0	280	0	0	0	6	51	0	1	0	0	0	0	0	0
id14	2	0	3	0	5	0	0	1	3	0	0	0	32	0	0	0	17	0	0	0	0	1	0	9	2	1	0	0	5	0	0	0	0	0	0	0	7	0	0	0	0	0	1	3	0	0	0	0	1	2	3	0	0	0	0	0	10	4	0	0	29	0	0	4	2	0	6	5	6	12	2	12	0	4	2	2	102	2	0	19	6	1	19	1	4	33	21	11	10	14	11	0	1	68	7	2	0	0	3	3	0	47	0	0	0	43	68
id140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	103	0	0	0	4335	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
id141	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7904	0	0	0	0	0	0	0	112	0	0	0	114	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
id142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
id143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	71	0	0	0	0	0	0	0	33	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	59	0	0	0	0	1522	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id144	1	0	0	0	0	0	53	0	3531	0	0	0	1	1023	0	0	0	0	0	0	39	0	0	20	805	0	0	0	5	41	0	0	14	6	0	0	16	4	4	0	4	3	41	0	65	5	0	0	7	2	60	0	3	6	129	0	5	2	24	0	0	2397	0	0	0	12	0	0	0	17	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	1	36	0	0	0	1	0	0	0	0	0
id145	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	28	0	0	0	0	0	0	0	12	0	0	0	3915	0	0	0	21	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
id146	0	1037	15	0	0	2	22	0	0	91	0	0	0	856	53	0	0	34	25	0	0	0	3866	7	0	9	0	0	0	11	0	0	0	4	1	0	0	698	0	0	0	7	43	0	0	323	0	0	0	9	70	0	0	123	98	0	0	11	30	0	0	12	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	15	0	0	0	144	0	0	0	17	0	0
id147	3226	0	1	0	1444	0	1	0	1466	3	0	28	453	0	359	23	896	0	7	0	676	0	12	0	451	0	0	0	1379	0	0	0	14	0	1	27	40	0	109	0	8	0	0	0	292	0	0	0	7	0	0	0	0	3	0	0	104	0	1	0	5	0	1	41	0	32	0	1	20	6328	0	2594	672	24	0	19	15	6795	27	0	9	51	0	1658	31	221	89	33	46	279	0	12	9	1264	0	0	2	1337	1	0	11	32982	0	0	4	5301	0
id148	0	0	10	0	0	0	21	0	0	1	0	0	9	0	13	0	0	0	49	0	0	0	41	0	7	0	0	2	5	0	1	0	719	1	0	0	3	2	0	0	1	6	0	99	4	2	1	0	5	9	0	0	3	1144	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	6	20	0	0	741	24	0	0	0	3299	0	0
id149	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	868	0	0	0	15	0	0	0	10	0	0	0	36	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id15	0	9	0	65	0	0	0	54	0	0	0	0	6	0	6	13	12	0	0	16	0	0	0	12	0	0	43	0	5	0	4	1	4	0	11	47	23	0	0	10	0	0	3	4	0	8	12	28	0	0	7	18	6	1	0	10	0	0	0	2	25	0	0	384	14	0	245	28	6	11	435	79	3	12	385	387	3	7	173	111	2	3	22	69	0	67	293	133	107	141	4153	136	3	191	1390	42	0	3	14	30	0	0	24	0	0	3	31
id150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
id151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	555	0	0	0	8	0	0	0	5	0	0	0	7	0	0	0	37	0	0	0	6	0	0	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0
id152	0	0	0	0	37	0	0	0	0	0	0	44	0	30	0	78	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1881	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id153	0	63	16	0	0	3	271	0	0	4611	8	0	0	0	76	0	0	36	17	0	0	0	45	0	0	7	0	0	0	287	2	0	0	229	8	0	0	866	0	0	0	464	0	0	0	1717	0	0	0	26	0	0	0	144	0	0	0	23	0	0	0	323	0	0	0	0	0	0	398	0	0	0	42	0	0	0	60	0	0	0	15493	0	0	0	277	0	0	0	0	0	0	0	42	0	0	0	11420	0	0	0	88	0	0	0	49	0	0
id154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	3	0	0	0	1	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id155	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	2965	0	0	0	36	0	0	0	40	0	0	0	89	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
id156	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	3	0	0	0	4	0	0	0	5	0	0	0	1	0	0	0	316	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1822	0	0	0	0	0	0	0
id157	0	0	16	0	0	0	36	0	272	15	3	0	0	0	20	0	0	0	31	0	0	0	4309	0	4	0	0	1	332	0	0	0	4	528	0	0	7	0	0	0	3	1	0	0	7	1	0	0	111	0	0	0	3	15	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	385	0	0	44	0	0	1	15	2	0
id158	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	1	0	0	6	0	0	0	2	0	0	0	5	0	0	0	4	0	0	0	1158	0	0	0	4	0	0	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id159	0	0	0	0	0	0	0	0	5	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	1	7	0	3679	0	6	0	15	0	5	0	1	0	0	4	0	0	3	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	12	0	6410	0	1909	0	1	0	0	4	0	0
id16	7	10	35	42	8	46	40	46	9	26	3	160	148	12	81	24	15	92	1	19	2	25	43	29	15	20	10	8	30	51	14	1	91	2	1	4	17	30	5	5	1	44	22	6	25	85	24	17	8	33	25	68	6	82	25	117	40	31	7	4	1236	156	28	642	4114	25	492	181	810	30	615	453	181	90	5936	877	409	89	780	430	404	82	125	104	883	159	806	207	708	489	1904	236	227	92	876	1016	7	9	37	344	17	15	42	37	21	35	227
id160	0	4	9	0	5859	0	22	0	21	0	3	113	0	1	1921	87	0	1	15	0	0	0	7	0	0	0	0	0	2	0	7	0	0	1	889	74	191	349	0	0	0	6	2	0	2	240	0	0	0	9	0	0	1	7	1	0	0	2	0	0	0	7	0	24	0	102	0	1	2	0	0	10	0	158	0	7	0	0	178	0	0	0	0	2978	0	0	0	20	144	0	0	37	0	1	0	0	9	0	0	0	64	0	0	0	13	0	0
id161	0	0	8	0	0	0	22	0	0	0	0	0	0	0	10	0	0	0	43	0	0	0	10	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	459	12	0	0	1	24	0	0	571	2549	0	0
id162	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	2	25	1	5	0	1	5	8	0	0	2	755	0	21	1	11	0	1	131	14	0	0	0	12	0	4278	0	5	0	0	0	1127	0	0	0	0	0	0	0	0	0	0	0	31	5297	0	0	0	479	0	4	0	33	0	5	0	0	8	1	0	0	15	0	0	0	1	0	0	17635	0	0	0	18367	1	6	0	22
id163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0
id164	0	7	6	0	0	1	8	0	0	22	0	0	0	0	3	0	0	921	35	0	0	0	2	0	0	14	0	0	0	15	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	36	0	0	0	2287	0	0
id165	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1093	0	0	0	8	0	0	0	2	0	0	0	8	0	5	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7	0	0	0	488	0	0	0	0	0	0	0	7	0	0	0	1987	0	16	11	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
id166	4368	291	15	40864	8996	0	20	431	9	1	6	4290	50	6505	2968	5497	3078	3	56	245	112	3039	15	639	286	0	141	3	63	3	13	105	5	0	1641	1632	299	0	12	165	3	0	189	21	154	4	1	1021	1	0	1903	0	3	0	4122	3	2	0	142	7858	5	0	1	0	0	1717	28	24	4	308	18	0	0	217	40	0	0	388	5200	5	0	34	10	0	0	1492	0	0	3985	134	0	0	0	3281	0	423	15	0	0	1486	73	84	0	0	17	5505	24
id167	122	39	0	0	0	6453	0	0	13	4404	0	0	52	0	0	0	166	19	529	0	4	0	48	0	606	31	0	0	500	49	1	0	43	0	0	0	189	0	82	0	4	0	0	6	125	0	778	0	2	25	0	0	7	5	0	1127	3	0	0	0	1	0	5	0	3	0	0	6	0	469	0	15	1	0	0	1521	0	1357	0	0	0	9	0	15	0	179	0	3154	0	302	34	21	16	2055	0	8	0	0	4	0	0	56	0	0	1	344	0
id168	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	488	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	8	0	0	0	62	0
id169	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	1	0	0	0	3	0	0	0	364	0	0	0	12	0	0	0	1532	0	0	0	32	0	20	0	7	0	0	0	24	0	25	0	10	0	0	0	6	0	0	0	10	0	0	0	0	0	0	0	26	0	0	1	0	73	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	3	0
id17	2022	6345	1104	1797	2093	8350	648	1139	1807	14724	1423	5958	17008	13538	8321	7669	18281	8251	11706	9003	16075	6917	4203	5369	4307	1599	2602	4828	20015	8354	2257	9105	25059	12974	1005	4200	17105	441	820	4920	7986	1284	834	197	5261	5042	895	926	2401	7791	2144	6931	3161	3346	6593	2595	476	5308	7158	2380	3876	2197	61	1815	4342	99	1081	1479	1288	271	1143	1236	871	1602	337	666	1324	190	721	696	351	161	362	1832	1280	1969	646	5751	1888	2903	740	2745	1044	2528	997	675	3509	159	254	1966	759	1423	165	1801	1244	8039	181
id170	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	631	0	0	0	2	0	4391	0	4	0	15	0	6	0	7	0	2	4	0	0	8	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	89	0	0	0	0	0	39	0	26	0	0	0	12	0	0	0	0	0	0	0	3023	5	0	0	3	0	0	0	10	0	0	0	270	1	0	0	0	0	11	0	0	15	0	0
id171	900	239	30	0	68	37	135	0	0	387	566	31	66	22	139	117	96	3174	75	0	179	23	4279	28	1296	79	0	10237	1906	353	340	0	2421	4911	10155	0	1651	690	188	0	3404	690	1	24	2637	120	1320	0	694	66	0	2	7189	204	1	25	4209	26	0	0	686	1496	102	144	2810	2084	0	11866	11	1024	0	0	1	68	0	3	0	287	0	0	7	255	1	0	7	3432	114	0	1	1485	91	0	0	4961	3411	0	251	0	0	2	210	24	0	3	86	264	0
id172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1992	0	0	0	0	0	0	0	17	0	0	0	24	0	0	38	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
id173	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	1716	0	0	0	0	0	0	0	36	0	0	0	73	0	0	0	0	0	0	0	36	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	4569	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
id174	0	0	30	0	0	0	15335	0	0	0	0	0	0	0	35	0	0	0	57	0	0	0	23	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	65	0	0	4	42	0	0
id175	0	83	3	1731	951	30	88	47035	1	578	0	9547	0	5830	4	12451	103	4955	17	16441	1	38617	30	1388	1	110	2	0	5	877	1	149	2	7	0	379	189	394	0	11	0	11	510	3120	0	12	1	3935	1	15	5225	0	0	115	13067	0	4	12	10270	1705	0	2865	0	0	1	4038	3495	205	3380	189	26	0	2026	408	93	0	141	37	4507	0	323	98	9	0	291	158	0	0	1367	224	0	0	75	4815	0	0	2	2	0	0	166	1	0	0	792	17	29
id176	0	0.769230769	0	0	5.384615385	23.84615385	0	0	0	4.615384615	0	6.153846154	0	0	0	0	0	0	0	3.076923077	0	10.76923077	0	0	0	0	0	20.76923077	0	0	0	0	0	0	0	0	3.076923077	0	0	0	0	6.153846154	0	2.307692308	0	0	0	0	0	7.692307692	2.307692308	0	0	0	0	0	0	0	0	0	10	0	0	0	42.30769231	0	0	0	0	0	0	0	0	0	33.07692308	0	0	0	0	0	0	0	0	0	0	0	0.769230769	0	0	0	0	0	14.61538462	0	13.07692308	0	6.153846154	0	3.076923077	0	0	0	0	0	0	0	0
id177	0	0	1.538461538	0	0	32.30769231	0	0	2.307692308	0	0	0.769230769	0	0	0	0	0	0	0	0	0	0	6.153846154	6.153846154	0	3.076923077	0	4.615384615	4.615384615	0	0	0	0	0	0	0	0	4.615384615	11.53846154	0	14.61538462	0	0	10	6.153846154	3.846153846	0	13.07692308	16.92307692	20.76923077	2.307692308	8.461538462	19.23076923	20	0	0	0	18.46153846	0	0	4.615384615	4.615384615	0	4.615384615	59.23076923	0	0	0	0	0	0	0.769230769	0	0	10	0	13.84615385	0	0	0	0	0	10.76923077	0	0	0	13.84615385	0	0	0	4.615384615	0	18.46153846	0	3.846153846	0	0	0	16.15384615	0	0	0	24.61538462	1.538461538	0	1.538461538	27.69230769
id178	109.2307692	137.6923077	531.5384616	182.3076923	83.07692308	173.0769231	656.1538461	538.4615385	117.6923077	158.4615385	86.15384615	1222.307692	26.15384616	111.5384615	1125.384615	433.0769231	28.46153846	96.15384615	1104.615385	493.0769231	103.0769231	61.53846154	827.6923076	439.2307692	131.5384615	63.07692308	72.30769231	779.2307692	92.30769231	75.38461538	271.5384616	0	187.6923077	73.84615385	51.53846153	72.30769231	86.15384615	1.538461538	60	155.3846154	221.5384615	10	44.61538462	187.6923077	239.2307692	13.07692308	31.53846154	133.0769231	60	24.61538462	52.30769231	222.3076923	267.6923077	38.46153846	26.92307692	220.7692308	174.6153846	15.38461538	132.3076923	210.7692308	411.5384615	42.30769231	204.6153846	620.0000001	470	153.0769231	946.923077	415.3846154	13.07692308	190.7692308	1576.153846	54.61538462	623.0769231	62.30769231	1343.846154	34.61538461	531.5384615	25.38461539	945.3846154	79.23076923	426.9230769	43.07692307	489.9999999	37.6923077	347.6923077	116.1538461	1013.846154	49.23076923	629.2307692	155.3846154	899.2307692	14.61538462	876.1538462	304.6153846	1036.153846	33.84615384	42.30769231	10.76923077	76.15384616	45.38461538	26.15384616	25.38461539	240	80.00000001	63.84615385	20	159.2307692
id179	9	2	0	3.5	10	0	0	7	13.5	0	0	3.5	6	2.5	0	14	7.5	0	0	2	7.5	2	0	3.5	5.5	1	0	4	10	0	0	0	6	0	0	4	22.5	0	0	17.5	10.5	2.5	0	11	25	0	0	19	23	0	0	22.5	16.5	0	0	13.5	22	0	0	25	22.5	0	0	2	25.5	0	4.5	70.5	0	0	0	3.5	0	0	8	2	0	0	7.5	4	0	0	5	1.5	0	0	8	1	0	0	6	0	0	0	10.5	5	0	0	4	4.5	0	0	11	6.5	0	0	4
id18	91	3027	1433	312	374	2122	609	912	294	2826	1103	847	602	8937	725	1467	385	2944	1720	1624	1995	3920	52	2493	1053	25868	4845	1021	2530	6458	1497	53	2977	15338	2341	4894	2817	596	132	1349	529	599	603	103	1002	919	2394	975	1878	3466	686	1617	4220	4262	192	235	367	5082	29	3523	5882	2115	272	3988	1861	323	19328	757	423	326	5435	1084	43	409	1615	1185	3588	206	1594	1063	334	151	513	1286	572	994	2653	6838	1690	2466	5898	1477	554	1915	6554	482	1075	221	1321	791	111	130	228	186	148	473	413
id180	0	0	4.790419162	11.9760479	1.796407186	4.790419161	6.586826347	4.191616766	1.19760479	2.994011976	8.982035928	8.982035928	2.395209581	0	5.389221557	15.56886228	5.389221557	1.796407186	7.185628743	9.580838323	4.790419162	1.19760479	7.185628743	5.389221557	5.389221557	0	4.790419162	8.383233532	7.185628743	1.19760479	3.592814371	0	6.586826347	2.395209581	6.586826347	17.96407186	5.988023952	0	4.191616766	17.96407186	5.389221557	0	0	10.77844311	5.988023952	1.19760479	0	39.52095808	13.17365269	0	0	27.54491018	2.395209581	0	0	22.15568863	4.191616766	0	0	22.75449102	8.982035928	0	2.395209581	7.784431137	9.580838323	0	4.790419162	11.37724551	0	0	23.35329342	0.598802395	3.592814371	0	19.16167665	0.598802395	5.389221557	1.796407186	25.74850299	0.598802395	5.988023952	0	22.15568862	0.598802395	0	1.796407186	8.383233533	0	0	2.994011976	11.97604791	1.19760479	4.790419162	0.598802395	29.34131736	1.19760479	0	0.598802395	4.191616766	1.796407186	0	0	21.55688623	0.598802395	0	0.598802395	10.77844311
id181	0	0	0	0	0	3	0	0	5	1.5	0.5	0	3.5	0	0	0	5.5	0	1.5	7	3.5	0	0.5	0	4	0	0	0	2.5	1	1	0	5	0	0	0	7	0	1.5	4.5	5	3.5	1	0	4	3.5	3	0	0	3	0	1.5	3.5	7	0	0	0	0	1.5	0	1.5	0	0	0	6	0.5	0	0	0	0	0	0	9.5	0	6	0	5.5	0	0	0	6.5	0	1.5	0	0	0	0	1.5	0	0	0	0	6.5	0	0	0	0	0	0.5	0	0	0	1	2.5	0	0	0
